Unnamed: 0,Título,Ingredientes,Preparacion,NER,Imagen
107,Galletas Recortadas,"1/2 taza de manteca&1/2 taza de mantequilla&1 taza de azúcar&2 huevos, batidos&1 1/2 cucharaditas de vainilla&2 1/2 tazas de harina&1 cucharadita de polvo de hornear&1/2 cucharadita de sal",Mezcla todos los ingredientes.&Enfría durante varias horas.&Corta con cortadores de galletas.&Hornea a 350°F durante 10 minutos.&Puedes decorarlas si lo deseas. Rinde aproximadamente 4 docenas.,manteca&mantequilla&azúcar&huevos&vainilla&harina&polvo de hornear&sal,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAoHCBYWFRgWFhYYGRgaHBoZHBwcGhgcHhwcHBocHBocHBocIS4lHB4rIRocJjgmKy8xNTU1GiQ7QDs0Py40NTEBDAwMEA8QHxISHzQrJSs2NDQ0NDE0NDQ0NDQ0NDQ0NDQ0ND80NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ/NDQ0NP/AABEIALQBGAMBIgACEQEDEQH/xAAcAAABBQEBAQAAAAAAAAAAAAAEAAIDBQYHAQj/xAA8EAABAwMCAwUGBQQBAwUAAAABAAIRAwQhBTESQVEGYXGBkRMiobHB0TJC4fDxBxRSYnIVM8IjgpKy0v/EABkBAAMBAQEAAAAAAAAAAAAAAAIDBAEABf/EACYRAAMAAgMAAgMBAAIDAAAAAAABAhEhAxIxQVEEEyIycZFSYYH/2gAMAwEAAhEDEQA/AOg9otIZUbxwOJuZ6jn4rC3Ns1oMO8l1K5G/Qhc0121cyo4RjceBU/Jofx70UzPdJHfI80nskSBzUVcmZT6dbkeaTkfgiLsFDh8Iq4bB8UI9srPQkPdUkIcuTHOIUL6iHBpN7Ze0q+UA56hNaCiwcWXtYKmp1OR2VM6571NSuOq7BjLN2F5xIZlWcDJOAFvOzfZZnC2pVAe454fyj7lDVOdGPC9MNUuZPDOERTrxzXWP+nMiCxnD04R8liu1PZJzB7S2Y52feY3Md7Rv5LMvw5VLKM3XVD1qneg6Fjc1HFjaT5G8tLY8Z2Vu3srcxJLBHKT9lvZT6wsJgDa7hsSrXS752x8lTXVrVpGHtgHYjIPmpaFbgaTzRJprILkur7UQMAqofeHqgatckkoV9VZjJq0WjL0gqzp6kYwcrKioiKdWFzk0v/76dymPeDkKoFUJ4umjmh8OwW9F0qwpN6wFmDqUfhHmVGLt7z7zjHRdsxyap2oU2OHvyefCJhNvtSNQhrSQwddys9SajmVABkwub+zupd2zy1p7xCp727k8I2G56qG71EkcLT4n6KOkzC6WZ1xsdxwETpzJBcfAIOqMwFbWzYYAmy8gUtGw7F3PDULeREJKu7Pvio3xSTJvQmp2dHuDiFlu0NpxM4uY+S0j55+vX7IG8pyITaWQJeGczuqMclWvZC29/pw+fJUF3p/CVPUtFU0mVfFIg7hDkIx9OFB7M9JSX6NQJUQb2o+4pkdU/SrL2lQN5DJXOuqyzsfRDp2jPfl08PTmf0VzR0Fo2b6rS21qOn8ItlvGOqkrkqnkJ1MmNuuzzSMAFU9XsvWP/ZY5/cB9dl0isxowTBJEBWtu7hEAABHxVWfQKtY8ObdneyVz7UOrUnMa2DLuH6FdPoUgGho2UjnE5KZRriY4duapeO2WIqm0TxiNyvA34qRlYOyPVNqN/MNuf3RvHoBDVZ4ISrTBRj8qH2ZIISbnIU0ZnWdNa9rmxuMfdcvvqpY8sP5SQfJdwq0JELk+p6e19eo6PzEemEPG+rxXg9U6WjNPuuiiNQrQXOjAtPCADyWac0gkHcKqKmloCsoIY8LT6J2aqVQHPljTsPzH7Kq7MaeKtZsiWtI8zyXZrKyACVy289ZCz1nLMvQ7J0QfwTH+Un9ES7slbuwaYHhg/BatlrnfyUoonuPwS1FfYt2c11XsG8AuoOLiPyO/8T9Csg1hYS1wLXAwQcEHvC+gKVPqIWd7adlG3FJ1Smwe3YJEY4wN2nqeiepbR08mHs5L7Y9V6DKsNC7O17l/A1hYB+J72uAb9z3Lpek9g7anBeDVdzLjjyaPrKBS34Nq0jlNIZCswyAux09GtgOH2NOOnA37IHUex9tVb7reA8iwx8Nij/W/gV+5HKKNPicrRrCrG/7NVLZ0uhzOT2/IjkULwZQp9Xhmt9loP0xkOae9JT6ezIKS0GvTpDwgKtP4o9Q1QrWTop7m2VHd2wOJ8VeapdcDTsSdvFUliJBJ/FuvP/K5+r6z6VcU5XZ+ENHTKf5mcQ7/ALIpmnUCY4G+WEUwAFTlzeY3Uk9ntsY6XwUWpdlWuE0nwf8AF23ryQui6I+iHF8cZOIyBHzWrLsJphOrNLACpoCotiASJjKbXrBoJPepbh3DlZnW7wxj5pD1oKU6Y+2vuJ7XOPPH0WpZUDgBj9CuX2d8MtJzJPr0Wu7O13PJxxBsZ5z0zvuih1LwFySsZNK3dTB4OCDmO7+VHSpg7SPopaB4sYIBI8xgqpJkzFwAco71M1+N017DtPgmAHnEI/Pgwe89U1rZ7uS8iR3r1r8GfBb8nHokb+OVUahoVGoS+CxxzIjJ6kK0bVyR5jwXrtshKvDQUtpmJv8AQ3UzxSHM69PELOa3oLKg4weB4G42PiF0e5umN90kHixHisTqDonPkppvrX8vZSllbBuxNmWS0kTxE45rpVvtj9/dcw0C74am8Z+a6JYXJM58Fqt/seTOSf5WCzpVR1B5fyiQJ2wUOWNInY7yPqFPTcrJf2TMkkgqVtVQFxiJTw4dE1MDBI5wK8YQmFvReFpW5OwTNC8aYTWvTnBu63OTB1YBzS1wBBEEQue61p3sqkD8Lst7uoW/d3clme1cFgPMOHzSubGMjOP3ABYNAAlJNtc8I80kuW8BUtnQCULd1w1pJUpcqXtHV4aZVvJXWWxMTmkjP3l77R5k8yAFPYTMY7sLO2N3LnA7z81d2tbO+3wXh1Wbbfp6LnE4Rdhh7k5oiMY+RUNKrgZ3RLXKiWntEzPXs6KF4PVFNKjqMnZp9CiqU1kFP7Ki/q8ispqgJzK1d9QcOR9Cs9f0RmfJTVlPLKI80Z7TtDfcVQ1p4QMud0b3dSeS6bYWTKDGsYDA5ncnqesrI6FUDHO7z9B+q1lK44h6Jk8qegOWWiwZUkxGec4XgYJMTJyfFRUax9F6XuEzEfP9VR2TQlphlN/I7bZSdQ4ct95vxCGa/mFPTqOwQQj7JmM8jHd1TmsA3E/FPe5p3XjHN2yj+TCN9OciMKF+GicSjWMwqftHQfwsdTEwSD3TsUnmTUtoONvDMtf1C64eeTMKn1STOcfvK0LbIsaeOC4kku5ElUGosiVHKWSrOUZ2nVLHyT3fZbvs/qIIh0Y9SFgb1mSjtFvYMcxHmE3ljM9kEt/yzr1sWlsE4IOZ6ohlMDfeOs/FUej3fG0YHqrtjhAjeUfDapEvJDl4CW5wnEGO9MD+7n3qfPQFVyKZC15T3VQlvyTA0GQVuzPROqAiCkxwAy6UuADbPmmufiYQ5frNHOqBZHtndAMDZyXD0BWiuboNBOAI6jzXLtV1MXFwcksZgePP5JN120hvFO8mm0p8gJJmkARieiSZPhlenSXU1ne1rT7NaJ1VVOus46ZEKnknMsRxvFJs5GapY/i5c1obK6bAzj7qr1Wz4ZVTTuXMPd0+y8q+PP8AyelLyjfUa+0Eb+it7arMHksDp2ocb2sackxC2tN/CISpVS9iuSUiyD2jIxzU7LlVlKuHDY/v6Iqk+eWYVE034xOMehQuZVdf6dTrtI4Sx2YIHPvHNevG8BJtQvgtcWwenkgun87Cn7Rgrlr7Wvw1BAdseRHUHor+lqjABKttc0dtzQNM/jEuY7o6NvA7H9Fx83FSmXNkgtJBaeRBgju2Q/pdf1LwUTU0sUdMGsMnBzsrdtwYneR5LijNfcXZEGeXius6beB1Nu2wPwROa4/9fIupmtyXjHGMJ1OeZ2Kht34x69U81gDkGP3zTZpYTyTtfBNUeD+cA9CmF4OxJjvWJ7W66GVGsaYjpvCbpmvkjeUu+VreND54G5yb5txCe98tO+QVmmarLc+SfbXT3u48hoEePegf5WdI79LSyyS+bjuWY1FnVa24a0/NUWosGcZQePIUvRib6hCqA4scHDlv9VpdQpZkbqhumHuVPHWVg1r5Nt2bvRO5giWx8iFubZvE0ZgjP8hcc0C9LHcMxBkeB3C6dpF60tb7+UnH67x8Hck9p7I0FN+O5ENJ8vJCNGO7bdeWzyZzBBIgKxVhokaDmmeaiqfNOLo2xCiqPG58ymU9GJDXPjP0Qd5qLGNJcRhLUbprWF3EBjyXKe0faAuc5jD3SpnVVXWR0QnthnartM58sYYB6Km0QQVT0xxHOStFpdrsmqFKwMyjW6W7CSZpzC0wdjsvEcrQivTpu68r0gWkKdjF65qrwT5MFrelTJhYi/ocJXXdVaOFy5hq4lxUPNKllvBTaKzQWD+5Yf8Al/8AUreNumxHLqufW9TgqMfyDhPhsfgto2kDnz7lLecjrlfJdNf0/lFsqYlU9CW/7Y6qyoPBbnmslk9IKxiB1KjcAPeA338eqj9oWzGRiOveEy+eeFr24E57u9FTzJiTyWVsVzX+pOlezr+1aPdqiT042/i9RB9VubWs6ACm69p5urapTgcccTD/ALDIHnt5reO08IPcvJ88xk+K3nZnXQWBjyA5sDPMdywxpkOIcCC0kEHkQYII8U8K7m4p5Jw//gMU5Z2a211rdxPn8ULqHaUNByIycrlbL6oBAe4eakNKpUMmT47eijX4rX+q0PVS9pB9/fCq8vO3IdFNZ1y38JhVrdOfyOfNMYKgqNp8Di9xAaB+YnaE58c0uqYXdzukbfTH1ahAnzhbiwp8LQ2FU6D2TuKTOJ7mF0A8IyQeknCu6bi0Q9hb4/RQVxua2jL5FS0e1aeFRanVa0e95K9vqnA0uJEDK5Z2h1cueSTjkOgXKXVYQPGvlh13eMJ3VRc1GnopNE0i6u3RSpEM5vf7rB5n8XgJXRNM/ptbtb/6731HkZhxY0H/AFAz6lVxwOfTa5oXhyOpX4HBw3BlbrQb0DheNnAQVmu1vZn2FzUpsc4sBaWzk8LmgwTzgkiVP2flrSwmeHI8EP5My4yntG8bdPzTOr211xD3hMQRic8kU17S4ubud8/RZbSr8xmQBAVw+8xxAePVTzzPrsC+HFFyyofzY6hV2r3YpsLi4QOu/ggX6uwM4p5LAdqtRq12uc0kMEdcjr4Js8vf+V/2AuFp5YN2j7SOqktYTw8z9lnA1MYETRZKrmJhYQfoRYWxcRhbSwtgxokLP6c7hhaClcCMmVnZZBpPwt6b5AEYHr6pIBlYlJHkXg6yU17knPQ1Wsq2yYE1BgcDnyXPtU057nkMaXHoBK21aoSe5NY+BAgfVQ81TTwP46cmDp9ka744gxg5y7PoFdCz4IaDPCIJ6x3K+e6dt0K+g5xnAKkrekO/Y36VgaZ3gqztst/TfKArMh2cmfgjrY+6ICFemV4FcMzEz8MdFG5hyG7HkeqlpQZB55/le3FMiM9YhMazORedgtKpGCDgwjbd8bfvCGpPn5FEBmZ5fDmgSa2gsmF7ddl2e0/uGMEVD78bB3Xz+ayzuznEIAg9wXaDSa9jmO2OPsVWUdMa0kOGR8e9FV8mU5Y2alTikcz0/sY8HjeZA2AHzWjttBGwb6iAtsyzA2Kd/ajf+PNdS5L3TMXKp1JkKOgt34c9FaV9BZwseWjjpva9p5jMET0yre5LWNJiCs+NXL6jWcp28Er/ABXuzVVWv/RrbeqCEYXNIhwB7jlAUmSBBgqcsPmr5z12TVsH1DQ6NUQeJo/1dHwKqbfsTZU3e0cxz3D/ADcXDu93APor1tbqCpZnfZbKn2UZ2pLDZIyIAEADkMR5JR37KOmA3r3yp2BMSytg+HP/AOoVkfbMfyeyPNp+xHosXTp8Dw47ZGOi6x2ysw+34ubHAz3Owfp6LntS193PhMKDnbmmvhl3495n/gjD3D8Jlv7yj2aiWCXGBtn6Qqmk1zcbjaDyR1hpDqjwXEnopuqbKapYG02PuHACQwH1PUrWado7AwseziEQQehUthpopNktx3DEK4Y4AYVEcf2R3y50jJVv6e2hMtdVZPIODgPUSqi//p+5gJo1eOM8Lhwk+BGJXRHukgRI3lQ1W+nVNqqQuaaOPMY5ji0ghwMEHcEK2tWdVZdrbcB7ag/4u+koS0ZMLZrssjn4WFoxJWFmwN3yUk0UdEJQF1U4QUS+oszq16S4t5GVRz30lsn45dMabokz6Je1k4id/pyVVRqQ7ltzRj3B0HK8nLeypzgN9vueX72UZeZ5pcEjniFG1pnnjv5Isv5BwsEVxcZkeBxHzU9rUnMfoo3jixG3XZJrg3EhBnZuMoLZcNB3yPqp/asORnz29EI+q0iDjw/RQ064aOERA7kXfGgemdh7ng7HO8SvGPb3gzyz8OiFbVB3A7ih6tVzDJy3qNvMcigq/kKZ+C4Y8Rjkc/vzRrHB3iFn6N5OR4H7qWnf8J3WxzJML9Tei4djBUVV4AJmF6KgeOIIdzv0VDv6Fdd7KbVbtxEZCD7P6M9z/bP91g/CDu7v7mrSUNHZJc88RmQOQ+6Lqs74QxwtvtQVcqS6yOYIGE5j8CRBUTHCd56p3GOW6qTEsfXc7BAUYq/qniIwfVB0+KXGBuccyELbT0YiwLyRtMqSmShqbiOgkdSpnnHIckyX8nBDgHNLXCWkQR3LNah2aAE05cJJ4TuPDqr2i8jf9Cp2VOqC5nkWKNmql/yYWno2do8fsrmyseCPd89/VaF1Fr844v3uoBTiUifxur9yMrmdaZC2ngg7JNpjk0KfhUThBhU9cC8kT2GM4johrl54TIgeqsGO4ggdTt3OovayA8tPDJxxQfRLudaNh72c71++DnhgMgGT5IuxggR4qlo6e8Ofxgh7Tlp3VzZylwsLBXTLamcJJlNySaJwdGfTELB61h/gVu678LnfaRx4nJn5STkX+P8A6Bg4h3ciy7MGc9DCprW+aYY8w7kTz7vFHuZ3ea8um50WOdlu2rHMxsk58csH97KlbcvGCBHLGZBzlTsuZHQhD30Z+thT7vuMjqon3Rgjh8+SHqGfqvWsMRPeh7ZCUYJWXR8/gmVLjd3PY9YSLBzUNStTbu5vqFmafiD6yEtuicZIiE0XjwCNwev1UH90zdsFB3OrBn5SfRclTOwggB/LGZUD3VQZmf13VbU115OGgdJKs9Fa+q73vlhb+ukMVpems7PPPs5cIDjjptsormueMsbj0+HRT1rrgpw6AQJgbD1CyP8A1gF54iZJwfom0mkkiVLtTZtaVy/YHzPyRPtnYwPX5LP2l4JBx/IV1SIORPqncVt6yIuMMn9pI5D0TjsDKga0dIypRHlsVQnrYsJpOHKFAN8AD9V4xkbfHmvXP6os62Zg9Y6ZBEZxnp185UnGAPh/CiNMb7/vcpwpYxuuWTCSRzE9xXr+EAEY9UwNkQd+9VtzdctghvkUTlhTLbD23YBiUS58gO6hUNm/jd7uY3V4KkQNp5eCXwXVZz4Fc9dHjKgPVePEZT3t2j9+agex/wC+XmqHpCzwVRnB/fioKtfl57JtSkSffdG34evoobirGx+Sm5LaQyUjPdoIc4PAhw90nqO/980BSA3CM1mtxCIGYStrbGUPC3RRSwh9MJI2jQC9VOBPZGurPPVYXtFlxK2V26AshrAmUf5HmAeDVGKvGypra/q0wGtII6EE+Sdds+C9dQ4gD3KCn9noeoJp626feY3yMfBOdrwH5D6hBC3cB9E19qcJeJyYyarrz9mMA8c/JCO1at/kB/7QpGW0Tuf4TnW5j8KNdVpIHIA+6e/8T3+pz5KJlDuVlTte4okWeFrtI0r/AO4exsDI5I+pQc8CegnmlTsRxgziRjuV/aWImSSlu0/DHoqLDRy50kLY2VAUhA5iVLZ2zW7CftC9uAYwcg92yNL5Yiq7PBT63cSCJx0WHuWSTg79Fsr6mHTkd6o7q33OcLJrexk6WgLTNVcw8LiS3v3H3C1+najOQ6QsdXtiVNopLHloO4n0W0l/pGtdkdOZU4oM+KJaADgROTCrdPeCxp6geaOa4lPisojqcMlJhJ3CmOCa/CY6xnIKRLTZGN+ilY9DEx9k6mc+ULlZ2AtrRnosKQ+s8kuIYTgDaOUrcsPyPyWfpMa0Sp/yt4HcTxkLsLXgGIjzGVbU3zuB9VQUr+XRM7q4o1EfBcvSB5Jr1k4GUnEwm8eVHWqHhPWFS6SQtIqq14CSAdsIG5uABJI81kvb1C90OIEnyyjqDHP3JPioXNU9lXRSSD338UHhHx71b03dy9trOAMbqR9ODsquOOqAq1TwSsPQJJMSTBRc6hsVkNScZK6DVsw7CCfolM7iSmcnE78B4+RScruKZPIp+nEg8LgR0ldNuNHptGGj0WS1nTgNh5qPm4KlFfHzqngDFrO8dy8Fn1Cjo3L2YcJhWNLUWdfX9VC00OeQZlnjuXos/BEuv2DmEHcajP4crlnAO8ntSkxozCr7i7AwAmVS55lygdTTZ4//ACNWgZ9w6ZWv0e6a9oJ3HL9+CzBpplGs5jpaYKNwmtGNZWDorHjwCrtRvQwTI8Vmx2heBBaDjqqe+1KpUkEwOg+5Q9arQM8WHlmstroVMYlR3lsIIjHNUHZ+74Twu8vVatz2kSgr+Xg1zh6KKraCD+/JQ21GHthXFy5oG6phdN9szpO/TGJ80GW3oYlo29lTBaIJlGtBG5kclV29ZrRuEFqHaRjJDffd0Gw8SmTesL0nrjbei9fWjnHiom1JyHSufX9/VrGXuxyaMAfcqO3e9mWPcPAn5LXl+sNcGjpjahUjVjrHW6jQA8B2InY+fIq8ttYYd5HkfouVMXXE0XtS44WOd/i1zvQFc8uNeJENac9Y/ZWi1rV5YWM97jEE5gNO48Vmmaa523yR8j7YGcMqU3RPoFyXOPEcrZ0n4WPpaPUBkAg90q6tdMuDsXekfNBMXNZlHcvR/Jcuq+XmqvVb48Ja10uOMHbxXl7pN00YdxDuiUHa2bwfeBnv3TVFt/0KSj3IFa6b1V3bWAYO9E29t1Vg9is4+L7FXyNgfAQNlC9kqxIUL29yc50K7FfCSmq016gwFk16bySSVQhjKjQqq5t25wkklX4HPpUXNiwjIVJcWbQcSkkvO5Ui7ibwCGg3K0uidnqFRnE4OJ/5R8kkkPAlk3mbUj9X7N0WNlvGD4g/MLG1GCV4kj5Usg8LbkHeh6iSSWh4M5RPSSWr0ND6bArzR3F5DSTHckkg5PTH/lm8o9nLcMy0uPVxn4bfBAs0Ci8xkD/WB9EklV0nC0RzT2G0eyVDYmoR044HwAUw7I2kf9s+PE+fmkkimJ+hNclZ9I6nY61Iw1zfBx/8pUDex9vO9T/5N/8AykkuqJz4bPJf2EUuytuP8z4u/RGs0GgNmn1SSRzE/QLuvsR0Wj/j8UXRsWM/C0BJJEksmNsnAT2pJJ6AHIWrRadwEkltGIjdZt71FUoiEklnyaDOZlFUbVpGZSSWo4LZZsH5QfHPzSSSXGH/2Q=="
108,Sangría Don Juan,"1 lima, cortada en gajos&1 naranja, cortada en rodajas&1/2 manzana grande, cortada en rodajas finas&1/2 a 3/4 taza de azúcar&1 botella de vino tinto seco español&1/4 taza de brandy&1/4 taza de Triple Sec&agua con gas","Exprime el jugo de la lima, la naranja y la manzana en una jarra grande; agrega 1/2 taza de azúcar y los trozos de fruta.&Vierte el vino, el brandy y el Triple Sec y revuelve con una cuchara larga hasta que esté bien mezclado.&Prueba.&Si prefieres la sangría más dulce, agrega hasta 1/4 de taza más de azúcar.",lima&naranja&manzana&azúcar&vino tinto seco español&brandy&Triple Sec&agua con gas,https://i.pinimg.com/564x/86/23/0e/86230e6cc3d03ed205a7c48d6e82904b.jpg
109,Estofado de Carne y Frijoles Estilo Rancho,"1 lb. de carne molida cocida y desmenuzada (escurrida)&1 taza de cebolla picada&1 taza de frijoles rojos cocidos y escurridos&1 taza de frijoles manteca&1 taza de frijoles horneados&3/4 de taza de ketchup&1 lata pequeña de chiles verdes suaves, picados (opcional)&1 cucharada de mostaza preparada&1 cucharadita de caldo de carne&1/2 taza de agua&2 cucharadas de miel&2/3 de taza de pimiento morrón picado&1 cucharadita de salsa Worcestershire&1/2 cucharadita de ajo en polvo",Combina todos los ingredientes en una olla grande; cocina a fuego lento durante 30-45 minutos o hasta que la cebolla y el pimiento morrón estén tiernos.&Esta receta se puede triplicar y congelar.&Sirve con pan de maíz.,carne molida&cebolla&frijoles rojos&frijoles manteca&frijoles horneados&ketchup&chiles verdes suaves&mostaza preparada&caldo de carne&agua&miel&pimiento morrón&salsa Worcestershire&ajo en polvo,https://osterstatic.reciperm.com/webp/Estofado-de-carne-y-frijoles.webp
110,Galletas Crujientes de Avena,"4 tazas de avena de cocción rápida&2 tazas de azúcar moreno, compacto&1 taza de aceite vegetal&2 huevos, bien batidos&1/2 cucharadita de sal&1 cucharadita de extracto de almendras","Mezcla la avena, el azúcar moreno y el aceite; deja reposar durante la noche o 8 horas. Precalienta el horno a 325°F.&Mezcla el resto de los ingredientes en la mezcla de avena. Coloca cucharadas en una bandeja para hornear engrasada.&Hornea durante 15 minutos. Deja enfriar completamente antes de retirarlas de la bandeja.",avena de cocción rápida&azúcar moreno&aceite vegetal&huevos&sal&extracto de almendras,https://i.pinimg.com/564x/28/0c/eb/280ceba4082dacbd761ff4224b7e25d8.jpg
111,Tuna Crunch en el Microondas,"1 lata de fideos chinos&1 lata de sopa de crema de champiñones Campbell's&3/4 de taza de agua&1 lata (6 1/2 oz.) de atún Chicken of the Sea, escurrido y desmenuzado&1 taza de anacardos o cacahuetes&1 taza de apio picado&1/2 taza de cebolla finamente picada&1/2 taza de guisantes cocidos&salsa de soja","Reserva 1/2 taza de fideos chinos.&En un cazuela de 1 1/2 cuartos de galón, combina el resto de los fideos chinos, la sopa, el agua, el atún, los anacardos, el apio, la cebolla y los guisantes.&Hornea a 350°F durante 30 minutos o hasta que esté caliente.&Revuelve; espolvorea los fideos reservados alrededor.&Hornea 5 minutos más. Sirve con salsa de soja.&Rinde aproximadamente 4 1/2 tazas.",fideos chinos&sopa de crema de champiñones Campbell's&agua&atún&anacardos&apio&cebolla&guisantes&salsa de soja,https://i.pinimg.com/564x/09/51/3f/09513f31b34598f46a6d0b92afce426b.jpg
112,Bola de Queso y Jamón,"1/2 lb. de queso Cheddar, rallado&1 paquete de 8 oz. de queso crema&1 pequeña lata plana de jamón a la diabla&1 cucharada de pimiento picado&aproximadamente 1 cucharada de perejil seco, remojado en agua y luego escurrido en una toalla de papel&unas gotas de salsa Worcestershire&1/2 cucharadita de cebolla fresca picada",Mezcla todos los ingredientes.&Forma una bola y enróllala en nueces picadas.&Sírvela con galletas variadas.,queso Cheddar&queso crema&jamón&pimiento&salsa Worcestershire&cebolla,https://i.pinimg.com/564x/4f/45/b7/4f45b7ae0b56db61c861e76a2c77c3fa.jpg
113,Bola de Queso,2 paquetes de 8 oz. de queso crema&2/3 de lata de aceitunas negras picadas&1 frasco de carne seca Armour&4 cebollas verdes (con todo y las hojas)&1/2 frasco de champiñones,Pica todo y mezcla con las manos.&Forma una bola y refrigera durante 1 o 2 días.&Espolvorea con pimentón y sirve con galletas Ritz.,queso crema&aceitunas negras&carne seca Armour&cebollas verdes&champiñones,https://i.pinimg.com/564x/13/84/09/138409addaf3e5982d611999878797e3.jpg
114,Ensalada de Pollo y Pasta,3 1/2 tazas de conchas grandes (sin cocinar)&2 tazas de pollo cocido en cubos (pechuga de pollo)&2 tazas de floretes de brócoli fresco crudo&2 tazas de coliflor cruda&1 taza de zanahorias en rodajas&1 taza de cebollas verdes en rodajas&1/2 lb. de champiñones frescos en láminas&1 taza (botella de 8 oz.) de aderezo italiano cremoso reducido en calorías&3/4 de taza de leche descremada&sal y pimienta al gusto,"Cocina las conchas grandes según las indicaciones del paquete.&Escúrrelas y enjuágalas con agua fría para enfriarlas rápidamente, luego escúrrelas bien. Combina las conchas enfriadas con los ingredientes restantes y mezcla suavemente.&Refrigera durante varias horas antes de servir.",conchas grandes&pollo cocido&floretes de brócoli&coliflor&zanahorias&cebollas verdes&champiñones frescos&aderezo italiano cremoso reducido en calorías&leche descremada&sal&pimienta,https://i.pinimg.com/564x/44/27/68/442768a07be3dd140bb240dbc3fd5a3f.jpg
115,Continental de Calabacín y Alcachofas,"1 paquete (9 oz) de alcachofas congeladas&2 cucharadas de agua&3 calabacines medianos (450 g), cortados en rodajas finas de 0.6 cm (4 tazas)&400 g de champiñones frescos, cortados por la mitad&2 cucharadas de cebolla verde finamente picada&2 dientes de ajo picados&1 cucharada de margarina o mantequilla&2 tomates medianos, cortados en gajos y sin semillas&60 g de queso parmesano rallado (1/4 de taza)","En una cacerola apta para microondas de 2 cuartos, cocine las alcachofas y el agua tapados al 100% de potencia (alto) durante 3 a 4 minutos o hasta que se descongelen.&Revuelva.&Añada los siguientes 3 ingredientes.&Cubra.&Cocine a alta potencia durante 9 a 11 minutos (horno de baja potencia durante 12 a 14 minutos) o hasta que estén tiernos; revuelva una vez.&Escurra bien.&Añada el ajo, 1/2 cucharadita de sal y 1/4 de cucharadita de pimienta.&Puntear con margarina o mantequilla.&Cubra; cocine a alta potencia durante 1 minuto.&Añada los tomates; espolvoree con queso.&Deje reposar 2 minutos.&Rinde 6 porciones.",alcachofas congeladas&agua&calabacines&champiñones frescos&cebolla verde&ajo&margarina&tomates&queso parmesano,https://1.bp.blogspot.com/-dLdx70271iA/Xxlvub_NbEI/AAAAAAAA77E/aahqIzr0d6USP8FHKLXkKpLJLHUx-orlwCLcBGAsYHQ/w1200-h630-p-k-no-nu/DSC_9824.jpg
116,Cazuela de Carne,1 libra de carne molida de res&1 cucharadita de manteca vegetal&1 lata (16 oz) de tomates&1 lata (8 oz) de salsa de tomate&2 cucharaditas de sal&2 cucharaditas de azúcar&2 dientes de ajo triturados&1 paquete (5 oz) de fideos de huevo&1 taza de crema agria&1 paquete (3 oz) de queso crema&6 cebollas verdes o cebolletas picadas (con tallos)&1 taza de queso rallado de tu elección,"Derrita la manteca en una sartén.&Añada la carne molida, desmenuzándola con un tenedor.&Cocine hasta que esté dorada.&Escurra la grasa.&Mezcle con la carne los tomates y la salsa de tomate, agregando sal, azúcar y ajo. Cocine a fuego lento durante 5 a 10 minutos.&Mientras tanto, cocine los fideos.&Escurra bien y mezcle con un tenedor en crema agria, queso crema y cebollas verdes.",carne molida de res&manteca vegetal&tomates&salsa de tomate&sal&azúcar&ajo&fideos de huevo&crema agria&queso crema&cebollas verdes&queso rallado de tu elección,https://i.pinimg.com/564x/b9/0a/9a/b90a9aca621e30d2f095477f01b7fb21.jpg
117,Ensalada de Pollo,1 lata (12.5 oz) de pollo blanco en trozos&2 tazas de apio picado&1 paquete pequeño de almendras laminadas&1 taza de castañas de agua&1 taza de uvas blancas&1/2 cucharadita de sal&1/8 de cucharadita de pimienta&1 cucharadita de jugo de limón&polvo de curry al gusto&mayonesa sin grasa,Combine todos los ingredientes; refrigere.,pollo blanco en trozos&apio&almendras&castañas de agua&uvas blancas&sal&pimienta&jugo de limón&polvo de curry&mayonesa sin grasa,https://i.pinimg.com/564x/4c/34/0a/4c340a33511791aaa9936c99d526a592.jpg
118,Tarta de Ajedrez,1 barra de margarina&1 1/2 tazas de azúcar&1 cucharada de harina de maíz&1 cucharada de vinagre&4 huevos (agregar uno a la vez)&pizca de sal&1 cucharadita de vainilla,Mezcle los ingredientes en el orden indicado.&Hornee a 150°C a 160°C durante 30 minutos o hasta que esté firme.,margarina&azúcar&harina de maíz&vinagre&huevos&sal&vainilla,https://i.pinimg.com/564x/b7/88/3b/b7883bf73825f9f2f6a0e373de46d262.jpg
119,Ensalada de Espagueti Fría,"1 libra de vermicelli&1 libra de pimientos morrones finamente picados&2 calabacines pequeños, finamente picados&1 cebolla morada grande, cortada en rodajas finas&1 botella grande de aderezo italiano Bernstein&1/2 a 3/4 de frasco de sazonador Supreme para ensaladas Schilling","Cocine los fideos hasta que estén medio hechos (no los enjuague).&Añada todos los demás ingredientes; mezcle bien.&Deje marinar al menos 3 horas.&¡Cuanto más repose, mejor sabe!",vermicelli&pimientos morrones&calabacines&cebolla morada&sazonador Supreme para ensaladas,https://i.pinimg.com/564x/10/df/96/10df962c88c83967d7433902f0fd72ee.jpg
